problem,path,repeat,order_position,method,status,rows,columns,nonzeros,presolve,presolve_status,threads,tolerance,internal_tolerance,time_limit,read_seconds,setup_seconds,solve_seconds,postsolve_seconds,total_seconds,process_seconds,iterations,outer_iterations,inner_iterations,factor_seconds,linear_solve_seconds,objective,primal_infeasibility,dual_infeasibility,canonical_rows,canonical_columns,canonical_nonzeros,active_columns,preconditioner_core_min,preconditioner_core_mean,preconditioner_core_max,preconditioner_refreshes,preconditioner_factorizations,preconditioner_retained_mean,preconditioner_symbolic_analyses,preconditioner_retries,preconditioner_full,pcg_iterations,pcg_max_iterations,pcg_failures,low_rank_columns,low_rank_candidate_edges,peak_memory_mb,timing_consistent,solver_version,model_status,run_status,error,relative_gap,complementarity,hsd_residual,tau,kappa,theta,pricing_rounds,columns_added,columns_dropped,proximal_subproblems,proximal_checks,proximal_last_ratio,structure,preconditioner
rail507,/iridisfs/scratch/sc9c23/mps/rail507.gz,0,1,highs-hipo,optimal,507,63009,409349,off,,1,1e-06,,5000.0,0.20279324054718018,0.06734397076070309,3.2499969135969877,0.008012227714061737,3.528614254668355,3.821602853015065,38,,,,,172.1455698470429,1.353644418777833e-10,3.508054957634954e-11,,,,,,,,,,,,,,,,,,,150.74609375,True,1.15.1,HighsModelStatus.kOptimal,HighsStatus.kOk,,,,,,,,,,,,,,,
rail507,/iridisfs/scratch/sc9c23/mps/rail507.gz,0,2,psipm-v3,optimal,507,63009,409349,off,off,1,1e-06,1e-06,5000.0,0.1983125675469637,0.030303044244647026,3.741210049018264,0.0020254813134670258,3.9719447158277035,4.251592913642526,,49,0,1.7197896521538496,0.2424033246934414,172.14556865207842,7.955525127556484e-11,9.356606796989287e-12,507,63516,409856,63516,,,,,,,,,,0,,0,,,153.46484375,True,psipm-v3-hsd-generic-2,,,,1.0518733612125226e-08,2.5601333553149642e-11,2.3986619922455245e-10,0.9065714598460328,2.32132188455084e-11,1.0503094943701001e-11,36,0,0,36,49,0.021518018932419017,generic-sparse,stable-active-column
rail507,/iridisfs/scratch/sc9c23/mps/rail507.gz,0,3,highs-ipx,optimal,507,63009,409349,off,,1,1e-06,,5000.0,0.19887182116508484,0.06780985929071903,3.440454252064228,0.008101804181933403,3.7156032640486956,4.0056288577616215,58,,,,,172.14556687024591,3.6630698474482415e-12,4.850638409455617e-12,,,,,,,,,,,,,,,,,,,107.4609375,True,1.15.1,HighsModelStatus.kOptimal,HighsStatus.kOk,,,,,,,,,,,,,,,
rail516,/iridisfs/scratch/sc9c23/mps/rail516.gz,0,1,psipm-v3,optimal,516,47311,314896,off,off,1,1e-06,1e-06,5000.0,0.1489730328321457,0.023893481120467186,2.528601875528693,0.001505812630057335,2.7030642963945866,2.981361050158739,,43,0,1.2103645149618387,0.1515589915215969,182.0000006536393,3.3331565285621423e-10,4.270031642977391e-12,516,47827,315412,47827,,,,,,,,,,0,,0,,,129.40234375,True,psipm-v3-hsd-generic-2,,,,3.5643932103580856e-09,1.197483887542372e-11,4.875776041353483e-10,0.9198761691730909,1.1014065364158571e-11,5.099387355483817e-12,34,0,0,34,43,0.13498675775327132,generic-sparse,stable-active-column
rail516,/iridisfs/scratch/sc9c23/mps/rail516.gz,0,2,highs-ipx,optimal,516,47311,314896,off,,1,1e-06,,5000.0,0.15084996819496155,0.052617307752370834,2.1131856720894575,0.006016911938786507,2.3230028580874205,2.613690961152315,50,,,,,182.00000021413476,2.2024765344852426e-10,5.67527506471303e-12,,,,,,,,,,,,,,,,,,,93.578125,True,1.15.1,HighsModelStatus.kOptimal,HighsStatus.kOk,,,,,,,,,,,,,,,
rail516,/iridisfs/scratch/sc9c23/mps/rail516.gz,0,3,highs-hipo,optimal,516,47311,314896,off,,1,1e-06,,5000.0,0.14843816868960857,0.05183350667357445,2.3594397231936455,0.0060320887714624405,2.566205035895109,2.8554969914257526,33,,,,,182.0000053405128,1.1152289980387309e-08,1.7525642878001566e-11,,,,,,,,,,,,,,,,,,,126.49609375,True,1.15.1,HighsModelStatus.kOptimal,HighsStatus.kOk,,,,,,,,,,,,,,,
rail582,/iridisfs/scratch/sc9c23/mps/rail582.gz,0,1,highs-ipx,optimal,582,55515,401708,off,,1,1e-06,,5000.0,0.177738344296813,0.06560403667390347,3.5421161502599716,0.007505832239985466,3.7933195531368256,4.082923036068678,62,,,,,209.71223298599043,1.6026513449673985e-11,2.4253192047278085e-12,,,,,,,,,,,,,,,,,,,102.14453125,True,1.15.1,HighsModelStatus.kOptimal,HighsStatus.kOk,,,,,,,,,,,,,,,
rail582,/iridisfs/scratch/sc9c23/mps/rail582.gz,0,2,highs-hipo,optimal,582,55515,401708,off,,1,1e-06,,5000.0,0.17581145651638508,0.06702073104679585,3.019094420596957,0.007461652159690857,3.269848359748721,3.559976087883115,38,,,,,209.712245350801,6.984349210092944e-10,1.8513339009966028e-11,,,,,,,,,,,,,,,,,,,142.64453125,True,1.15.1,HighsModelStatus.kOptimal,HighsStatus.kOk,,,,,,,,,,,,,,,
rail582,/iridisfs/scratch/sc9c23/mps/rail582.gz,0,3,psipm-v3,optimal,582,55515,401708,off,off,1,1e-06,1e-06,5000.0,0.17697819136083126,0.03153583034873009,4.526757324114442,0.001972772181034088,4.737336065620184,5.020972937345505,,58,0,2.3909633979201317,0.29214074090123177,209.7122869509045,1.7402779217690068e-10,2.478390778625916e-10,582,56097,402290,56097,,,,,,,,,,0,,0,,,149.00390625,True,psipm-v3-hsd-generic-2,,,,2.3344422416026284e-07,7.80722451374471e-10,5.361603793590748e-11,0.9102270665189756,7.100518677986655e-10,3.2342398836063256e-10,38,0,0,38,58,0.10853478337378514,generic-sparse,stable-active-column
s100,/iridisfs/scratch/sc9c23/mps/s100.mps,0,1,highs-hipo,HighsModelStatus.kSolveError,14733,364417,1777917,off,,1,1e-06,,5000.0,3.657895091921091,0.3157891146838665,370.15516448020935,0.000935891643166542,374.13027765601873,374.42491519637406,-1,,,,,0.0,nan,nan,,,,,,,,,,,,,,,,,,,581.98046875,True,1.15.1,HighsModelStatus.kSolveError,HighsStatus.kError,,,,,,,,,,,,,,,
s100,/iridisfs/scratch/sc9c23/mps/s100.mps,0,2,psipm-v3,optimal,14733,364417,1777917,off,off,1,1e-06,1e-07,5000.0,3.6376023311167955,0.8432299867272377,501.122488072142,0.010098841041326523,505.61355070769787,505.91130432114005,,173,76748,45.81731938570738,421.69511907733977,-0.171096737815836,6.4058493219671175e-12,7.61985869167526e-10,14733,364632,1778132,364632,,,,,,,,,,76748,,5,,,774.953125,True,psipm-v3-hsd-generic-2,,,,1.5729713545332263e-08,4.28909951973302e-14,5.232435266889087e-10,1.2306469094758377,5.28213732556193e-14,7.693490039794034e-12,41,0,0,41,173,0.48926700748999663,generic-sparse,stable-active-column
s100,/iridisfs/scratch/sc9c23/mps/s100.mps,0,3,highs-ipx,postsolve-inaccurate,14733,364417,1777917,off,,1,1e-06,,5000.0,3.624832859262824,0.3096470106393099,89.00727581232786,0.04365676827728748,92.98575510270894,93.2797161154449,75,,,,,-0.17109669332438526,1.462064086461823e-13,1.0886833094549083e-06,,,,,,,,,,,,,,,,,,,327.14453125,True,1.15.1,HighsModelStatus.kOptimal,HighsStatus.kOk,,,,,,,,,,,,,,,
s250r10,/iridisfs/scratch/sc9c23/mps/s250r10.mps,0,1,psipm-v3,optimal,10962,273142,1318607,off,off,1,1e-06,1e-07,5000.0,2.6317874751985073,0.6641724444925785,96.48651479743421,0.007586544379591942,99.79019876383245,100.08699257671833,,125,11747,28.884761469438672,50.15133625268936,-0.17267698655980596,9.45930861638024e-13,1.2804207465672807e-09,10962,273661,1319126,273661,,,,,,,,,,11747,,0,,,626.4375,True,psipm-v3-hsd-generic-2,,,,7.630325861242978e-09,2.0814445782688096e-13,6.716600821912405e-10,1.0347822488073193,2.160542021345045e-13,1.8742837616320675e-12,40,0,0,40,125,0.049128069881008284,generic-sparse,stable-active-column
s250r10,/iridisfs/scratch/sc9c23/mps/s250r10.mps,0,2,highs-ipx,optimal,10962,273142,1318607,off,,1,1e-06,,5000.0,2.5686037726700306,0.24718157015740871,77.44087203219533,0.032642412930727005,80.28963397815824,80.58104107901454,96,,,,,-0.17267703049361965,2.4787885499257912e-14,3.3071661780549805e-09,,,,,,,,,,,,,,,,,,,273.58203125,True,1.15.1,HighsModelStatus.kOptimal,HighsStatus.kOk,,,,,,,,,,,,,,,
s250r10,/iridisfs/scratch/sc9c23/mps/s250r10.mps,0,3,highs-hipo,unknown,10962,273142,1318607,off,,1,1e-06,,5000.0,2.5443988405168056,0.23840837180614471,40.78037858568132,0.032281043007969856,43.595996895805,43.89209830760956,70,,,,,-0.17266997015478047,1.7153995348948992e-10,4.7414842954535405e-08,,,,,,,,,,,,,,,,,,,470.51171875,True,1.15.1,HighsModelStatus.kUnknown,HighsStatus.kWarning,,,,,,,,,,,,,,,
s82,/iridisfs/scratch/sc9c23/mps/s82.mps,0,1,highs-ipx,postsolve-inaccurate,87878,1690631,7022608,off,,1,1e-06,,5000.0,16.179599279537797,1.285232188180089,1855.308703955263,0.21589922718703747,1872.9897928126156,1873.2768238969147,160,,,,,-34.57970959686547,1.1481461115181445e-13,7.361191021072223e-06,,,,,,,,,,,,,,,,,,,1269.265625,True,1.15.1,HighsModelStatus.kOptimal,HighsStatus.kOk,,,,,,,,,,,,,,,
s82,/iridisfs/scratch/sc9c23/mps/s82.mps,0,2,highs-hipo,unknown,87878,1690631,7022608,off,,1,1e-06,,5000.0,15.56798654794693,1.295077731832862,686.9928506817669,0.2171612363308668,704.0736117679626,704.3808205965906,109,,,,,-34.578457425716934,1.579289277131579e-14,3.268797577147403e-08,,,,,,,,,,,,,,,,,,,2468.24609375,True,1.15.1,HighsModelStatus.kUnknown,HighsStatus.kWarning,,,,,,,,,,,,,,,
s82,/iridisfs/scratch/sc9c23/mps/s82.mps,0,3,psipm-v3,time-limit,87878,1690631,7022608,off,off,1,1e-06,1e-07,5000.0,15.627450563013554,4.326305957511067,4985.2399583384395,0.053756020963191986,5005.2476096805185,5005.541972273961,,275,152066,261.83475797250867,4443.150861699134,-34.56746465795077,3.266242346035142e-08,4.8541176404303574e-05,87878,1690904,7022881,1690904,,,,,,,,,,152066,,5,,,3077.7578125,True,psipm-v3-hsd-generic-2,,,one or more PCG solves stopped before their requested tolerance; current proximal subproblem fails the natural-residual test: ratio 1.287e+00 >= 1,1.4254599651655364e-06,7.3379611335169615e-09,8.682610692150381e-07,0.8461565437241316,6.19685536574652e-09,6.02000125157777e-11,35,0,0,35,275,1.286559522921075,generic-sparse,stable-active-column
scpj4scip,/iridisfs/scratch/sc9c23/mps/scpj4scip.mps.gz,0,1,highs-hipo,optimal,1000,99947,999893,off,,1,1e-06,,5000.0,1.3360218219459057,0.15459849312901497,8.742755476385355,0.013392869383096695,10.247229479253292,10.53780104778707,33,,,,,104.08380103882052,0.0,6.669252608916584e-14,,,,,,,,,,,,,,,,,,,252.55859375,True,1.15.1,HighsModelStatus.kOptimal,HighsStatus.kOk,,,,,,,,,,,,,,,
scpj4scip,/iridisfs/scratch/sc9c23/mps/scpj4scip.mps.gz,0,2,psipm-v3,optimal,1000,99947,999893,off,off,1,1e-06,1e-06,5000.0,1.3504382967948914,0.0554108452051878,14.022226549685001,0.004396181553602219,15.432580299675465,15.717771872878075,,29,0,11.378835087642074,0.41417770832777023,104.08383383813215,0.0,2.69316802082853e-12,1000,100947,1000893,100947,,,,,,,,,,0,,0,,,284.91796875,True,psipm-v3-hsd-generic-2,,,,3.655067010551373e-07,3.801722970205832e-10,2.5968038320384558e-12,0.9157007974069555,3.4811994272634964e-10,2.490454536080956e-12,29,0,0,29,29,0.03646347478858811,generic-sparse,stable-active-column
scpj4scip,/iridisfs/scratch/sc9c23/mps/scpj4scip.mps.gz,0,3,highs-ipx,optimal,1000,99947,999893,off,,1,1e-06,,5000.0,1.3352023512125015,0.1553844902664423,2.6774775497615337,0.013392139226198196,4.18174864910543,4.469537964090705,28,,,,,104.08379570048288,7.049916206369744e-15,1.407015318336832e-16,,,,,,,,,,,,,,,,,,,173.3671875,True,1.15.1,HighsModelStatus.kOptimal,HighsStatus.kOk,,,,,,,,,,,,,,,
scpk4,/iridisfs/scratch/sc9c23/mps/scpk4.mps.gz,0,1,psipm-v3,optimal,2000,100000,1000000,off,off,1,1e-06,1e-06,5000.0,1.37021803855896,0.07654563151299953,22.092338038608432,0.004543008282780647,23.543756667524576,23.8325004465878,,40,1824,8.77103042602539,10.393210407346487,280.54420584913015,1.601053289945753e-09,3.988888427484919e-13,2000,102000,1002000,102000,,,,,,,,,,1824,,0,,,455.6484375,True,psipm-v3-hsd-generic-2,,,,2.0139950530045962e-08,5.5923845145415355e-11,3.574575967561536e-09,0.9187622672287868,5.127194633873128e-11,3.698003518486813e-13,39,0,0,39,40,0.07912688428497242,generic-sparse,stable-active-column
scpk4,/iridisfs/scratch/sc9c23/mps/scpk4.mps.gz,0,2,highs-ipx,optimal,2000,100000,1000000,off,,1,1e-06,,5000.0,1.3464909605681896,0.15976525284349918,3.0099393725395203,0.013395056128501892,4.529885418713093,4.819872302934527,25,,,,,280.54420025735914,0.0,3.169302004553714e-14,,,,,,,,,,,,,,,,,,,174.55859375,True,1.15.1,HighsModelStatus.kOptimal,HighsStatus.kOk,,,,,,,,,,,,,,,
scpk4,/iridisfs/scratch/sc9c23/mps/scpk4.mps.gz,0,3,highs-hipo,optimal,2000,100000,1000000,off,,1,1e-06,,5000.0,1.3506353795528412,0.15478756837546825,11.792414966970682,0.013302803039550781,13.311611164361238,13.605506174266338,28,,,,,280.544205007365,0.0,8.776961555785158e-13,,,,,,,,,,,,,,,,,,,288.984375,True,1.15.1,HighsModelStatus.kOptimal,HighsStatus.kOk,,,,,,,,,,,,,,,
scpl4,/iridisfs/scratch/sc9c23/mps/scpl4.mps.gz,0,1,highs-ipx,optimal,2000,200000,2000000,off,,1,1e-06,,5000.0,2.6958016511052847,0.3105674125254154,7.183005373924971,0.026882221922278404,10.216568067669868,10.504522236064076,27,,,,,211.7422317433914,0.0,1.407015318336832e-16,,,,,,,,,,,,,,,,,,,322.88671875,True,1.15.1,HighsModelStatus.kOptimal,HighsStatus.kOk,,,,,,,,,,,,,,,
scpl4,/iridisfs/scratch/sc9c23/mps/scpl4.mps.gz,0,2,highs-hipo,optimal,2000,200000,2000000,off,,1,1e-06,,5000.0,2.6934062521904707,0.3104431387037039,23.690571734681726,0.026766346767544746,26.72173798829317,27.01597330905497,31,,,,,211.7422414877944,0.0,4.732561977068982e-13,,,,,,,,,,,,,,,,,,,446.49609375,True,1.15.1,HighsModelStatus.kOptimal,HighsStatus.kOk,,,,,,,,,,,,,,,
scpl4,/iridisfs/scratch/sc9c23/mps/scpl4.mps.gz,0,3,psipm-v3,optimal,2000,200000,2000000,off,off,1,1e-06,1e-06,5000.0,2.7126364670693874,0.10848375968635082,37.56862679310143,0.008790511637926102,40.39866251684725,40.68823599629104,,48,2131,11.154793843626976,19.260827887803316,211.74223625392005,5.4184473963214685e-08,1.3680752360937294e-12,2000,202000,2002000,202000,,,,,,,,,,2131,,0,,,663.42578125,True,psipm-v3-hsd-generic-2,,,,2.184269426768862e-08,2.3605119945235936e-11,8.254987023283428e-08,0.9155461830771748,2.1609780154719732e-11,1.5088878651928255e-13,39,0,0,39,48,0.14101985006195591,generic-sparse,stable-active-column
scpm1,/iridisfs/scratch/sc9c23/mps/scpm1.mps,0,1,highs-hipo,optimal,5000,500000,6250000,off,,1,1e-06,,5000.0,8.016064269468188,0.9556781146675348,131.34601132012904,0.07164174504578114,140.38991640880704,140.69348698295653,26,,,,,413.7820894270782,0.0,8.442091910020992e-16,,,,,,,,,,,,,,,,,,,1317.375,True,1.15.1,HighsModelStatus.kOptimal,HighsStatus.kOk,,,,,,,,,,,,,,,
scpm1,/iridisfs/scratch/sc9c23/mps/scpm1.mps,0,2,psipm-v3,optimal,5000,500000,6250000,off,off,1,1e-06,1e-06,5000.0,7.646057702600956,0.3247070014476776,182.71578070893884,0.024969663470983505,190.71165587939322,191.00119784101844,,32,1691,112.85436875745654,54.9467798974365,413.78233991088007,7.771489834995648e-08,3.6061802608973004e-12,5000,505000,6255000,505000,,,,,,,,,,1691,,0,,,2126.65625,True,psipm-v3-hsd-generic-2,,,,6.181082736748128e-07,5.120653329158194e-10,8.540991007586744e-08,0.9157106105283748,4.689644370481836e-10,3.334878295122505e-12,32,0,0,32,32,0.09083352542779935,generic-sparse,stable-active-column
scpm1,/iridisfs/scratch/sc9c23/mps/scpm1.mps,0,3,highs-ipx,optimal,5000,500000,6250000,off,,1,1e-06,,5000.0,7.764707561582327,0.9615085441619158,47.44633597135544,0.07423396408557892,56.247110014781356,56.53819528222084,28,,,,,413.7820860223744,0.0,1.407015318336832e-16,,,,,,,,,,,,,,,,,,,901.32421875,True,1.15.1,HighsModelStatus.kOptimal,HighsStatus.kOk,,,,,,,,,,,,,,,
scpn2,/iridisfs/scratch/sc9c23/mps/scpn2.mps.gz,0,1,psipm-v3,optimal,5000,1000000,12500000,off,off,1,1e-06,1e-06,5000.0,16.600605791434646,0.6604095678776503,348.0905715152621,0.05332900770008564,365.4050451852381,365.70047134906054,,48,2506,174.27244991622865,128.8992658201605,350.4095600362415,2.0031444447621283e-08,1.4293868618983877e-12,5000,1005000,12505000,1005000,,,,,,,,,,2506,,0,,,3462.79296875,True,psipm-v3-hsd-generic-2,,,,5.783736819913649e-07,2.033353860038817e-10,2.502313281597232e-08,0.9137252881692284,1.8570506417510118e-10,1.318716878357476e-12,40,0,0,40,48,0.42937547979521584,generic-sparse,stable-active-column
scpn2,/iridisfs/scratch/sc9c23/mps/scpn2.mps.gz,0,2,highs-ipx,optimal,5000,1000000,12500000,off,,1,1e-06,,5000.0,16.417243503034115,1.8871715106070042,123.34798095747828,0.14885000698268414,141.8016059808433,142.09300559572875,30,,,,,350.40935833719846,4.718447854656915e-15,1.407015318336832e-16,,,,,,,,,,,,,,,,,,,1613.203125,True,1.15.1,HighsModelStatus.kOptimal,HighsStatus.kOk,,,,,,,,,,,,,,,
scpn2,/iridisfs/scratch/sc9c23/mps/scpn2.mps.gz,0,3,highs-hipo,optimal,5000,1000000,12500000,off,,1,1e-06,,5000.0,16.978363825008273,1.9095923602581024,288.1302209496498,0.14561734348535538,307.1643246859312,307.475845342502,30,,,,,350.40937049557334,0.0,9.849107228357825e-16,,,,,,,,,,,,,,,,,,,2273.9375,True,1.15.1,HighsModelStatus.kOptimal,HighsStatus.kOk,,,,,,,,,,,,,,,
set-cover-model,/iridisfs/scratch/sc9c23/mps/set-cover-model.mps.bz2,0,1,highs-ipx,optimal,10000,1102008,20442268,off,,1,1e-06,,5000.0,39.74459752626717,2.99294601008296,875.3142141364515,0.17794997990131378,918.2300651241094,918.5239205621183,56,,,,,7581843449.3279915,7.593715656284417e-10,2.1315311684525403e-16,,,,,,,,,,,,,,,,,,,2050.5390625,True,1.15.1,HighsModelStatus.kOptimal,HighsStatus.kOk,,,,,,,,,,,,,,,
set-cover-model,/iridisfs/scratch/sc9c23/mps/set-cover-model.mps.bz2,0,2,highs-hipo,optimal,10000,1102008,20442268,off,,1,1e-06,,5000.0,40.99235588312149,2.992630736902356,770.179504847154,0.17781799286603928,814.3428513240069,814.6511107049882,23,,,,,7581843420.316983,2.4654382979605316e-09,1.2564815308772869e-15,,,,,,,,,,,,,,,,,,,4064.71875,True,1.15.1,HighsModelStatus.kOptimal,HighsStatus.kOk,,,,,,,,,,,,,,,
set-cover-model,/iridisfs/scratch/sc9c23/mps/set-cover-model.mps.bz2,0,3,psipm-v3,time-limit,10000,1102008,20442268,off,off,1,1e-06,1e-06,5000.0,40.527145087718964,1.1516854111105204,5047.283302482218,0.07346987724304199,5089.03573471494,5089.333553424105,,50,18155,3107.880071505904,1882.6001939605922,7632315410.640837,0.10980205433450929,3.7095225145512884e-07,10000,1112008,20452268,1112008,,,,,,,,,,18155,,15,,,9404.6796875,True,psipm-v3-hsd-generic-2,,,time-limit; current proximal subproblem fails the natural-residual test: ratio 9.035e+00 >= 1,0.007755092328472723,57.11780525678838,0.10566810287302045,0.9606712325265593,55.06298476704247,3.563630895819803e-07,26,0,0,26,50,9.035496682137072,generic-sparse,stable-active-column
shs1042,/iridisfs/scratch/sc9c23/mps/shs1042.mps,0,1,highs-hipo,optimal,133377,467589,1114011,off,,1,1e-06,,5000.0,2.3496117405593395,0.26478674076497555,121.64312835596502,0.06192205846309662,124.3199618998915,124.62104866653681,113,,,,,9455.526096402278,1.2689343910729368e-12,1.0137415475457195e-12,,,,,,,,,,,,,,,,,,,701.1953125,True,1.15.1,HighsModelStatus.kOptimal,HighsStatus.kOk,,,,,,,,,,,,,,,
shs1042,/iridisfs/scratch/sc9c23/mps/shs1042.mps,0,2,psipm-v3,iteration-limit,133377,467589,1114011,off,off,1,1e-06,1.5491933384829662e-07,5000.0,2.3654771335422993,0.7851337343454361,744.7597303707153,0.012540249153971672,747.9230158161372,748.2285245750099,,500,21412,320.0790400970727,302.7711913008243,9323.754483318884,0.0016724354747520678,4.511074731379467e-05,133377,477486,1123908,479916,,,,,,,,,,21412,,0,,,2849.22265625,True,psipm-v3-hsd-generic-2,,,one or more PCG solves stopped before their requested tolerance; current proximal subproblem fails the natural-residual test: ratio 8.788e+00 >= 1,0.14385215701758175,0.0030705436239640282,8.137285769384152e-05,0.012308818576477084,3.419065914767773e-05,2.887125368530257e-09,31,0,0,31,500,8.787683634813447,generic-sparse,stable-active-column
shs1042,/iridisfs/scratch/sc9c23/mps/shs1042.mps,0,3,highs-ipx,optimal,133377,467589,1114011,off,,1,1e-06,,5000.0,2.349715305492282,0.25971650145947933,221.49874475225806,0.0625249519944191,224.1710323896259,224.45731728710234,94,,,,,9455.525948154478,7.459635021201355e-13,1.484179401777655e-11,,,,,,,,,,,,,,,,,,,406.55078125,True,1.15.1,HighsModelStatus.kOptimal,HighsStatus.kOk,,,,,,,,,,,,,,,
supportcase12,/iridisfs/scratch/sc9c23/mps/supportcase12.mps,0,1,psipm-v3,time-limit,166781,799616,2334437,off,off,1,1e-06,1e-07,5000.0,3.7239760514348745,1.7078476510941982,4997.233896825463,0.026505518704652786,5002.692361170426,5003.072477795184,,344,179509,805.0646293237805,4028.8481649998575,-7660.48333296132,0.021576955074041452,8.943557570212368e-05,166781,819983,2354804,819983,,,,,,,,,,179509,,86,,,8935.28515625,True,psipm-v3-hsd-generic-2,,,time-limit; current proximal subproblem fails the natural-residual test: ratio 2.903e+00 >= 1,0.0006171849224774226,1.9888859865836174e-09,0.00027173590458022485,0.36445677447676766,6.691873490683059e-10,4.084176896122141e-05,23,0,0,23,344,2.9033591861828105,generic-sparse,stable-active-column
supportcase12,/iridisfs/scratch/sc9c23/mps/supportcase12.mps,0,2,highs-ipx,optimal,166781,799616,2334437,off,,1,1e-06,,5000.0,3.7686071880161762,0.5141057670116425,235.8607727456838,0.10748044773936272,240.25130618736148,240.54488548450172,34,,,,,-7609.533053493911,1.6466191346949695e-13,1.3908646577028048e-09,,,,,,,,,,,,,,,,,,,624.05078125,True,1.15.1,HighsModelStatus.kOptimal,HighsStatus.kOk,,,,,,,,,,,,,,,
supportcase12,/iridisfs/scratch/sc9c23/mps/supportcase12.mps,0,3,highs-hipo,HighsModelStatus.kSolveError,166781,799616,2334437,off,,1,1e-06,,5000.0,3.728652970865369,0.5012789163738489,306.13049345463514,0.0020413417369127274,310.36297777853906,310.6680361200124,-1,,,,,0.0,nan,nan,,,,,,,,,,,,,,,,,,,1186.19921875,True,1.15.1,HighsModelStatus.kSolveError,HighsStatus.kError,,,,,,,,,,,,,,,
supportcase19,/iridisfs/scratch/sc9c23/mps/supportcase19.mps.gz,0,1,highs-ipx,optimal,10713,1429098,4287094,off,,1,1e-06,,5000.0,7.286689797416329,0.8809354938566685,280.63285277225077,0.17546050809323788,288.97627757303417,289.26808564923704,57,,,,,12677206.284661956,8.202016665011758e-15,7.19078270413152e-15,,,,,,,,,,,,,,,,,,,840.9453125,True,1.15.1,HighsModelStatus.kOptimal,HighsStatus.kOk,,,,,,,,,,,,,,,
supportcase19,/iridisfs/scratch/sc9c23/mps/supportcase19.mps.gz,0,2,highs-hipo,unknown,10713,1429098,4287094,off,,1,1e-06,,5000.0,7.329421583563089,0.8873440828174353,188.59815132804215,0.17339151725172997,196.98882432468235,197.29574945755303,37,,,,,12714431.995055508,1.653708507556832e-05,1.490180681270404e-11,,,,,,,,,,,,,,,,,,,1760.90625,True,1.15.1,HighsModelStatus.kUnknown,HighsStatus.kWarning,,,,,,,,,,,,,,,
supportcase19,/iridisfs/scratch/sc9c23/mps/supportcase19.mps.gz,0,3,psipm-v3,time-limit,10713,1429098,4287094,off,off,1,1e-06,1e-06,5000.0,7.255357563495636,0.11528545990586281,4997.319981630892,0.040603913366794586,5004.731363330036,5005.032248269767,,192,328214,82.85067908279598,4745.842187786475,12684475.088484809,0.0019120716782648484,1.0129889343905794e-08,10713,1429460,4287456,1429460,,,,,,,,,,328214,,288,,,2921.26953125,True,psipm-v3-hsd-generic-2,,,time-limit; current proximal subproblem fails the natural-residual test: ratio 2.645e+00 >= 1,0.0002871400827317,2.479994490209254e-08,0.0021665658396409853,1.0089177548070642,2.4629090435415987e-08,9.545985657071653e-09,36,0,0,36,192,2.644996886775222,generic-sparse,stable-active-column
supportcase6,/iridisfs/scratch/sc9c23/mps/supportcase6.mps.gz,0,1,highs-hipo,unknown,771,130052,584976,off,,1,1e-06,,5000.0,0.8283391129225492,0.10858841054141521,5.0009387489408255,0.015101145952939987,5.953439176082611,6.245335437357426,33,,,,,36716.171442030325,1.8747613093187033e-05,1.5841739403717933e-13,,,,,,,,,,,,,,,,,,,223.203125,True,1.15.1,HighsModelStatus.kUnknown,HighsStatus.kWarning,,,,,,,,,,,,,,,
supportcase6,/iridisfs/scratch/sc9c23/mps/supportcase6.mps.gz,0,2,psipm-v3,optimal,771,130052,584976,off,off,1,1e-06,1e-06,5000.0,0.8299429174512625,0.0056942664086818695,6.862171171233058,0.003408854827284813,7.701337428763509,7.986864721402526,,49,0,3.2791513577103615,0.343744495883584,45090.7356766395,1.367379498518062e-08,2.5762951425936214e-12,771,130052,584976,130052,,,,,,,,,,0,,0,,,221.90625,True,psipm-v3-hsd-generic-2,,,,8.468228137950449e-08,3.160568798280156e-08,9.527467327459747e-12,0.926754187954126,2.9375878750536458e-08,1.6568026911804613e-12,36,0,0,36,49,0.06317560757977277,generic-sparse,stable-active-column
supportcase6,/iridisfs/scratch/sc9c23/mps/supportcase6.mps.gz,0,3,highs-ipx,optimal,771,130052,584976,off,,1,1e-06,,5000.0,0.814528863877058,0.10820150189101696,8.018180590122938,0.015131331980228424,8.956334380432963,9.244128281250596,47,,,,,45090.73321208196,2.755741190796357e-10,5.363074312363513e-16,,,,,,,,,,,,,,,,,,,145.15234375,True,1.15.1,HighsModelStatus.kOptimal,HighsStatus.kOk,,,,,,,,,,,,,,,
